,Site_Id,Date,Hour,HourDescription,Value,AirQualityCategory,DeterminingPollutant,Parameter.ParameterCode,Parameter.ParameterDescription,Parameter.Units,Parameter.UnitsDescription,Parameter.Category,Parameter.SubCategory,Parameter.Frequency
16995,287,2023-07-28,1,12 am - 1 am,31.51,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
16996,300,2023-07-28,1,12 am - 1 am,0.555779,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
16997,300,2023-07-28,1,12 am - 1 am,0.468,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
16998,300,2023-07-28,1,12 am - 1 am,3.233912,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
16999,300,2023-07-28,1,12 am - 1 am,3.514714,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17000,300,2023-07-28,1,12 am - 1 am,29.378,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17001,33,2023-07-29,1,12 am - 1 am,0.412,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17002,33,2023-07-29,1,12 am - 1 am,2.806663,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17003,33,2023-07-29,1,12 am - 1 am,3.401025,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17004,33,2023-07-29,1,12 am - 1 am,20.738,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17005,39,2023-07-29,1,12 am - 1 am,0.498375,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17006,39,2023-07-29,1,12 am - 1 am,0.545,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17007,39,2023-07-29,1,12 am - 1 am,2.846795,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17008,39,2023-07-29,1,12 am - 1 am,3.362325,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17009,39,2023-07-29,1,12 am - 1 am,26.839,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17010,107,2023-07-29,1,12 am - 1 am,0.972189,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17011,107,2023-07-29,1,12 am - 1 am,1.223,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17012,107,2023-07-29,1,12 am - 1 am,3.302858,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17013,107,2023-07-29,1,12 am - 1 am,3.2797,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17014,107,2023-07-29,1,12 am - 1 am,44.929,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17015,259,2023-07-29,1,12 am - 1 am,0.075768,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17016,259,2023-07-29,1,12 am - 1 am,0.479,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17017,259,2023-07-29,1,12 am - 1 am,1.296277,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17018,259,2023-07-29,1,12 am - 1 am,3.364182,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17019,259,2023-07-29,1,12 am - 1 am,29.644,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17020,287,2023-07-29,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17021,287,2023-07-29,1,12 am - 1 am,0.656,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17022,287,2023-07-29,1,12 am - 1 am,2.926506,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17023,287,2023-07-29,1,12 am - 1 am,3.417255,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17024,287,2023-07-29,1,12 am - 1 am,30.749,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17025,300,2023-07-29,1,12 am - 1 am,0.801902,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17026,300,2023-07-29,1,12 am - 1 am,0.821,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17027,300,2023-07-29,1,12 am - 1 am,2.475336,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17028,300,2023-07-29,1,12 am - 1 am,2.627972,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17029,300,2023-07-29,1,12 am - 1 am,45.032,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17030,33,2023-07-30,1,12 am - 1 am,0.721,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17031,33,2023-07-30,1,12 am - 1 am,2.881188,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17032,33,2023-07-30,1,12 am - 1 am,3.398375,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17033,33,2023-07-30,1,12 am - 1 am,24.207,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17034,39,2023-07-30,1,12 am - 1 am,0.661719,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17035,39,2023-07-30,1,12 am - 1 am,0.761,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17036,39,2023-07-30,1,12 am - 1 am,2.153092,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17037,39,2023-07-30,1,12 am - 1 am,3.361225,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17038,39,2023-07-30,1,12 am - 1 am,26.614,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17039,107,2023-07-30,1,12 am - 1 am,0.944804,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17040,107,2023-07-30,1,12 am - 1 am,1.207,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17041,107,2023-07-30,1,12 am - 1 am,2.337091,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17042,107,2023-07-30,1,12 am - 1 am,3.1595,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17043,107,2023-07-30,1,12 am - 1 am,45.563,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17044,259,2023-07-30,1,12 am - 1 am,0.045287,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17045,259,2023-07-30,1,12 am - 1 am,0.257,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17046,259,2023-07-30,1,12 am - 1 am,0.999296,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17047,259,2023-07-30,1,12 am - 1 am,3.241358,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17048,259,2023-07-30,1,12 am - 1 am,13.714,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17049,287,2023-07-30,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17050,287,2023-07-30,1,12 am - 1 am,0.641,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17051,287,2023-07-30,1,12 am - 1 am,1.238908,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17052,287,2023-07-30,1,12 am - 1 am,3.323228,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17053,287,2023-07-30,1,12 am - 1 am,24.65,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17054,300,2023-07-30,1,12 am - 1 am,0.474056,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17055,300,2023-07-30,1,12 am - 1 am,0.566,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17056,300,2023-07-30,1,12 am - 1 am,2.135293,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17057,300,2023-07-30,1,12 am - 1 am,3.423695,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17058,300,2023-07-30,1,12 am - 1 am,30.08,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17059,33,2023-07-31,1,12 am - 1 am,0.34,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17060,33,2023-07-31,1,12 am - 1 am,3.320559,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17061,33,2023-07-31,1,12 am - 1 am,2.822525,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17062,33,2023-07-31,1,12 am - 1 am,27.454,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17063,39,2023-07-31,1,12 am - 1 am,0.436847,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17064,39,2023-07-31,1,12 am - 1 am,0.236,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17065,39,2023-07-31,1,12 am - 1 am,3.16107,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17066,39,2023-07-31,1,12 am - 1 am,3.06015,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17067,39,2023-07-31,1,12 am - 1 am,21.057,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17068,107,2023-07-31,1,12 am - 1 am,0.59744,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17069,107,2023-07-31,1,12 am - 1 am,0.718,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17070,107,2023-07-31,1,12 am - 1 am,3.367931,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17071,107,2023-07-31,1,12 am - 1 am,2.9192,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17072,107,2023-07-31,1,12 am - 1 am,72.847,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17073,259,2023-07-31,1,12 am - 1 am,0.04208,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17074,259,2023-07-31,1,12 am - 1 am,0.168,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17075,259,2023-07-31,1,12 am - 1 am,1.841728,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17076,259,2023-07-31,1,12 am - 1 am,3.429748,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17077,259,2023-07-31,1,12 am - 1 am,21.498,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17078,287,2023-07-31,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17079,287,2023-07-31,1,12 am - 1 am,0.408,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17080,287,2023-07-31,1,12 am - 1 am,2.419717,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17081,287,2023-07-31,1,12 am - 1 am,3.45251,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17082,287,2023-07-31,1,12 am - 1 am,22.961,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17083,300,2023-07-31,1,12 am - 1 am,0.459362,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17084,300,2023-07-31,1,12 am - 1 am,0.332,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17085,300,2023-07-31,1,12 am - 1 am,2.467546,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17086,300,2023-07-31,1,12 am - 1 am,3.006199,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17087,300,2023-07-31,1,12 am - 1 am,23.36,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17088,33,2023-08-01,1,12 am - 1 am,0.126,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17089,33,2023-08-01,1,12 am - 1 am,2.514436,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17090,33,2023-08-01,1,12 am - 1 am,3.37175,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17091,33,2023-08-01,1,12 am - 1 am,18.75,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17092,39,2023-08-01,1,12 am - 1 am,0.601404,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17093,39,2023-08-01,1,12 am - 1 am,0.366,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17094,39,2023-08-01,1,12 am - 1 am,3.209892,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17095,39,2023-08-01,1,12 am - 1 am,2.985,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17096,39,2023-08-01,1,12 am - 1 am,28.825,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17097,107,2023-08-01,1,12 am - 1 am,0.530944,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17098,107,2023-08-01,1,12 am - 1 am,0.58,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17099,107,2023-08-01,1,12 am - 1 am,3.248262,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17100,107,2023-08-01,1,12 am - 1 am,3.0518,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17101,107,2023-08-01,1,12 am - 1 am,68.459,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17102,259,2023-08-01,1,12 am - 1 am,0.190873,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17103,259,2023-08-01,1,12 am - 1 am,0.186,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17104,259,2023-08-01,1,12 am - 1 am,2.479544,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17105,259,2023-08-01,1,12 am - 1 am,3.304787,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17106,259,2023-08-01,1,12 am - 1 am,19.994,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17107,287,2023-08-01,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17108,287,2023-08-01,1,12 am - 1 am,0.539,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17109,287,2023-08-01,1,12 am - 1 am,2.78201,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17110,287,2023-08-01,1,12 am - 1 am,2.932617,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17111,287,2023-08-01,1,12 am - 1 am,25.592,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17112,300,2023-08-01,1,12 am - 1 am,0.503118,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17113,300,2023-08-01,1,12 am - 1 am,0.399,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17114,300,2023-08-01,1,12 am - 1 am,2.201138,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17115,300,2023-08-01,1,12 am - 1 am,3.185952,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17116,300,2023-08-01,1,12 am - 1 am,33.176,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17117,33,2023-08-02,1,12 am - 1 am,0.567,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17118,33,2023-08-02,1,12 am - 1 am,3.247849,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17119,33,2023-08-02,1,12 am - 1 am,3.3084,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17120,33,2023-08-02,1,12 am - 1 am,42.585,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17121,39,2023-08-02,1,12 am - 1 am,0.615815,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17122,39,2023-08-02,1,12 am - 1 am,1.258,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17123,39,2023-08-02,1,12 am - 1 am,2.9082,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17124,39,2023-08-02,1,12 am - 1 am,2.8067,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17125,39,2023-08-02,1,12 am - 1 am,53.298,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17126,107,2023-08-02,1,12 am - 1 am,0.745104,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17127,107,2023-08-02,1,12 am - 1 am,1.206,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17128,107,2023-08-02,1,12 am - 1 am,2.694104,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17129,107,2023-08-02,1,12 am - 1 am,2.9438,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17130,107,2023-08-02,1,12 am - 1 am,92.966,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17131,259,2023-08-02,1,12 am - 1 am,0.201702,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17132,259,2023-08-02,1,12 am - 1 am,0.256,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17133,259,2023-08-02,1,12 am - 1 am,1.651601,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17134,259,2023-08-02,1,12 am - 1 am,3.172703,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17135,259,2023-08-02,1,12 am - 1 am,18.761,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17136,287,2023-08-02,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17137,287,2023-08-02,1,12 am - 1 am,0.678,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17138,287,2023-08-02,1,12 am - 1 am,2.141146,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17139,287,2023-08-02,1,12 am - 1 am,3.230973,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17140,287,2023-08-02,1,12 am - 1 am,34.915,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17141,300,2023-08-02,1,12 am - 1 am,0.711808,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17142,300,2023-08-02,1,12 am - 1 am,0.746,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17143,300,2023-08-02,1,12 am - 1 am,2.506168,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17144,300,2023-08-02,1,12 am - 1 am,3.298829,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17145,300,2023-08-02,1,12 am - 1 am,64.699,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17146,33,2023-08-03,1,12 am - 1 am,0.556,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17147,33,2023-08-03,1,12 am - 1 am,3.149074,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17148,33,2023-08-03,1,12 am - 1 am,2.9329,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17149,33,2023-08-03,1,12 am - 1 am,38.219,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17150,39,2023-08-03,1,12 am - 1 am,0.553949,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17151,39,2023-08-03,1,12 am - 1 am,0.561,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17152,39,2023-08-03,1,12 am - 1 am,2.883325,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17153,39,2023-08-03,1,12 am - 1 am,2.91995,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17154,39,2023-08-03,1,12 am - 1 am,34.865,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17155,107,2023-08-03,1,12 am - 1 am,0.827046,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17156,107,2023-08-03,1,12 am - 1 am,1.004,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17157,107,2023-08-03,1,12 am - 1 am,2.851784,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17158,107,2023-08-03,1,12 am - 1 am,3.1147,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17159,107,2023-08-03,1,12 am - 1 am,92.685,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17160,259,2023-08-03,1,12 am - 1 am,0.147912,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17161,259,2023-08-03,1,12 am - 1 am,0.335,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17162,259,2023-08-03,1,12 am - 1 am,1.90616,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17163,259,2023-08-03,1,12 am - 1 am,2.695473,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17164,259,2023-08-03,1,12 am - 1 am,39.019,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17165,287,2023-08-03,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17166,287,2023-08-03,1,12 am - 1 am,0.597,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17167,287,2023-08-03,1,12 am - 1 am,2.181423,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17168,287,2023-08-03,1,12 am - 1 am,2.868768,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17169,287,2023-08-03,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17170,300,2023-08-03,1,12 am - 1 am,0.48427,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17171,300,2023-08-03,1,12 am - 1 am,0.359,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17172,300,2023-08-03,1,12 am - 1 am,2.040796,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17173,300,2023-08-03,1,12 am - 1 am,2.68599,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17174,300,2023-08-03,1,12 am - 1 am,39.994,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17175,33,2023-08-04,1,12 am - 1 am,0.701,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17176,33,2023-08-04,1,12 am - 1 am,2.706774,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17177,33,2023-08-04,1,12 am - 1 am,3.200525,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17178,33,2023-08-04,1,12 am - 1 am,36.828,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17179,39,2023-08-04,1,12 am - 1 am,0.528295,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17180,39,2023-08-04,1,12 am - 1 am,0.852,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17181,39,2023-08-04,1,12 am - 1 am,2.620161,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17182,39,2023-08-04,1,12 am - 1 am,3.287875,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
17183,39,2023-08-04,1,12 am - 1 am,35.795,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
17184,107,2023-08-04,1,12 am - 1 am,1.01654,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
17185,107,2023-08-04,1,12 am - 1 am,1.52,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
17186,107,2023-08-04,1,12 am - 1 am,3.277172,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
17187,107,2023-08-04,1,12 am - 1 am,3.4025,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
