,Site_Id,Date,Hour,HourDescription,Value,AirQualityCategory,DeterminingPollutant,Parameter.ParameterCode,Parameter.ParameterDescription,Parameter.Units,Parameter.UnitsDescription,Parameter.Category,Parameter.SubCategory,Parameter.Frequency
4723,259,2022-06-12,1,12 am - 1 am,2.750108,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4724,259,2022-06-12,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4725,259,2022-06-12,1,12 am - 1 am,11.44,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4726,287,2022-06-12,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4727,287,2022-06-12,1,12 am - 1 am,0.101,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4728,287,2022-06-12,1,12 am - 1 am,0.128,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4729,287,2022-06-12,1,12 am - 1 am,0.38025,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4730,287,2022-06-12,1,12 am - 1 am,0.916998,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4731,287,2022-06-12,1,12 am - 1 am,2.776226,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4732,287,2022-06-12,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4733,287,2022-06-12,1,12 am - 1 am,17.683,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4734,300,2022-06-12,1,12 am - 1 am,0.130284,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4735,300,2022-06-12,1,12 am - 1 am,0.247175,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4736,300,2022-06-12,1,12 am - 1 am,0.095,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4737,300,2022-06-12,1,12 am - 1 am,0.16,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4738,300,2022-06-12,1,12 am - 1 am,0.265861,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4739,300,2022-06-12,1,12 am - 1 am,0.997879,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4740,300,2022-06-12,1,12 am - 1 am,2.708552,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4741,300,2022-06-12,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4742,300,2022-06-12,1,12 am - 1 am,23.292,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4743,33,2022-06-13,1,12 am - 1 am,0.51,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4744,33,2022-06-13,1,12 am - 1 am,2.498251,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4745,33,2022-06-13,1,12 am - 1 am,2.985675,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4746,33,2022-06-13,1,12 am - 1 am,21.446,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4747,39,2022-06-13,1,12 am - 1 am,0.853462,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4748,39,2022-06-13,1,12 am - 1 am,0.805,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4749,39,2022-06-13,1,12 am - 1 am,2.541956,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4750,39,2022-06-13,1,12 am - 1 am,2.731925,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4751,39,2022-06-13,1,12 am - 1 am,27.184,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4752,107,2022-06-13,1,12 am - 1 am,1.01693,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4753,107,2022-06-13,1,12 am - 1 am,1.186,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4754,107,2022-06-13,1,12 am - 1 am,2.613557,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4755,107,2022-06-13,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4756,107,2022-06-13,1,12 am - 1 am,52.451,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4757,259,2022-06-13,1,12 am - 1 am,0.054265,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4758,259,2022-06-13,1,12 am - 1 am,0.331,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4759,259,2022-06-13,1,12 am - 1 am,1.311185,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4760,259,2022-06-13,1,12 am - 1 am,2.887553,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4761,259,2022-06-13,1,12 am - 1 am,28.676,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4762,287,2022-06-13,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4763,287,2022-06-13,1,12 am - 1 am,0.866,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4764,287,2022-06-13,1,12 am - 1 am,2.10884,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4765,287,2022-06-13,1,12 am - 1 am,2.698448,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4766,287,2022-06-13,1,12 am - 1 am,32.228,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4767,300,2022-06-13,1,12 am - 1 am,1.090597,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4768,300,2022-06-13,1,12 am - 1 am,1.491,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4769,300,2022-06-13,1,12 am - 1 am,2.317795,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4770,300,2022-06-13,1,12 am - 1 am,2.882772,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4771,300,2022-06-13,1,12 am - 1 am,67.882,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4772,33,2022-06-14,1,12 am - 1 am,1.047,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4773,33,2022-06-14,1,12 am - 1 am,2.537349,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4774,33,2022-06-14,1,12 am - 1 am,2.134025,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4775,33,2022-06-14,1,12 am - 1 am,35.157,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4776,39,2022-06-14,1,12 am - 1 am,0.786046,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4777,39,2022-06-14,1,12 am - 1 am,0.897,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4778,39,2022-06-14,1,12 am - 1 am,2.698876,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4779,39,2022-06-14,1,12 am - 1 am,2.4801,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4780,39,2022-06-14,1,12 am - 1 am,31.006,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4781,107,2022-06-14,1,12 am - 1 am,1.101097,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4782,107,2022-06-14,1,12 am - 1 am,1.098,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4783,107,2022-06-14,1,12 am - 1 am,3.031315,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4784,107,2022-06-14,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4785,107,2022-06-14,1,12 am - 1 am,64.403,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4786,259,2022-06-14,1,12 am - 1 am,0.112591,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4787,259,2022-06-14,1,12 am - 1 am,0.247,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4788,259,2022-06-14,1,12 am - 1 am,1.711236,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4789,259,2022-06-14,1,12 am - 1 am,2.580244,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4790,259,2022-06-14,1,12 am - 1 am,20.113,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4791,287,2022-06-14,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4792,287,2022-06-14,1,12 am - 1 am,1.023,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4793,287,2022-06-14,1,12 am - 1 am,2.080355,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4794,287,2022-06-14,1,12 am - 1 am,0.45521,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4795,287,2022-06-14,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4796,300,2022-06-14,1,12 am - 1 am,0.902574,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4797,300,2022-06-14,1,12 am - 1 am,0.845,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4798,300,2022-06-14,1,12 am - 1 am,1.407485,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4799,300,2022-06-14,1,12 am - 1 am,1.798044,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4800,300,2022-06-14,1,12 am - 1 am,32.984,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4801,33,2022-06-15,1,12 am - 1 am,0.409,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4802,33,2022-06-15,1,12 am - 1 am,2.708066,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4803,33,2022-06-15,1,12 am - 1 am,2.058175,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4804,33,2022-06-15,1,12 am - 1 am,34.525,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4805,39,2022-06-15,1,12 am - 1 am,0.562256,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4806,39,2022-06-15,1,12 am - 1 am,0.549,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4807,39,2022-06-15,1,12 am - 1 am,2.747634,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4808,39,2022-06-15,1,12 am - 1 am,2.566875,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4809,39,2022-06-15,1,12 am - 1 am,25.465,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4810,107,2022-06-15,1,12 am - 1 am,1.315715,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4811,107,2022-06-15,1,12 am - 1 am,1.286,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4812,107,2022-06-15,1,12 am - 1 am,3.015733,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4813,107,2022-06-15,1,12 am - 1 am,2.2335,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4814,107,2022-06-15,1,12 am - 1 am,101.136,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4815,259,2022-06-15,1,12 am - 1 am,0.206124,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4816,259,2022-06-15,1,12 am - 1 am,0.255,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4817,259,2022-06-15,1,12 am - 1 am,0.988395,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4818,259,2022-06-15,1,12 am - 1 am,2.434658,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4819,259,2022-06-15,1,12 am - 1 am,30.02,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4820,287,2022-06-15,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4821,287,2022-06-15,1,12 am - 1 am,0.734,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4822,287,2022-06-15,1,12 am - 1 am,1.774492,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4823,287,2022-06-15,1,12 am - 1 am,2.597884,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4824,287,2022-06-15,1,12 am - 1 am,21.307,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4825,300,2022-06-15,1,12 am - 1 am,0.439098,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4826,300,2022-06-15,1,12 am - 1 am,0.48,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4827,300,2022-06-15,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4828,300,2022-06-15,1,12 am - 1 am,2.575366,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4829,300,2022-06-15,1,12 am - 1 am,24.835,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4830,33,2022-06-16,1,12 am - 1 am,0.207,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4831,33,2022-06-16,1,12 am - 1 am,2.378072,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4832,33,2022-06-16,1,12 am - 1 am,2.530903,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4833,33,2022-06-16,1,12 am - 1 am,2.32155,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4834,33,2022-06-16,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4835,33,2022-06-16,1,12 am - 1 am,16.503,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4836,39,2022-06-16,1,12 am - 1 am,0.134413,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4837,39,2022-06-16,1,12 am - 1 am,0.315206,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4838,39,2022-06-16,1,12 am - 1 am,0.121,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4839,39,2022-06-16,1,12 am - 1 am,0.2,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4840,39,2022-06-16,1,12 am - 1 am,1.86283,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4841,39,2022-06-16,1,12 am - 1 am,2.357618,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4842,39,2022-06-16,1,12 am - 1 am,2.5024,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4843,39,2022-06-16,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4844,39,2022-06-16,1,12 am - 1 am,15.882,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4845,107,2022-06-16,1,12 am - 1 am,0.88255,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4846,107,2022-06-16,1,12 am - 1 am,0.992,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4847,107,2022-06-16,1,12 am - 1 am,3.238846,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4848,107,2022-06-16,1,12 am - 1 am,2.2447,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4849,107,2022-06-16,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4850,107,2022-06-16,1,12 am - 1 am,65.972,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4851,259,2022-06-16,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4852,259,2022-06-16,1,12 am - 1 am,0.054,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4853,259,2022-06-16,1,12 am - 1 am,0.17,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4854,259,2022-06-16,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4855,259,2022-06-16,1,12 am - 1 am,2.355358,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4856,259,2022-06-16,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4857,259,2022-06-16,1,12 am - 1 am,48.264,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4858,287,2022-06-16,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4859,287,2022-06-16,1,12 am - 1 am,0.176,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4860,287,2022-06-16,1,12 am - 1 am,0.335,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4861,287,2022-06-16,1,12 am - 1 am,1.473915,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4862,287,2022-06-16,1,12 am - 1 am,2.24835,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4863,287,2022-06-16,1,12 am - 1 am,2.444622,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4864,287,2022-06-16,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4865,287,2022-06-16,1,12 am - 1 am,33.772,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4866,300,2022-06-16,1,12 am - 1 am,0.217675,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4867,300,2022-06-16,1,12 am - 1 am,0.409629,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4868,300,2022-06-16,1,12 am - 1 am,0.18,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4869,300,2022-06-16,1,12 am - 1 am,0.275,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4870,300,2022-06-16,1,12 am - 1 am,1.659382,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4871,300,2022-06-16,1,12 am - 1 am,2.342916,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4872,300,2022-06-16,1,12 am - 1 am,2.403445,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4873,300,2022-06-16,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4874,300,2022-06-16,1,12 am - 1 am,23.385,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4875,33,2022-06-17,1,12 am - 1 am,0.179,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4876,33,2022-06-17,1,12 am - 1 am,2.492671,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4877,33,2022-06-17,1,12 am - 1 am,2.418575,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4878,33,2022-06-17,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4879,33,2022-06-17,1,12 am - 1 am,20.777,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4880,39,2022-06-17,1,12 am - 1 am,0.344031,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4881,39,2022-06-17,1,12 am - 1 am,0.221,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4882,39,2022-06-17,1,12 am - 1 am,2.289508,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4883,39,2022-06-17,1,12 am - 1 am,2.2127,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4884,39,2022-06-17,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4885,39,2022-06-17,1,12 am - 1 am,16.5,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4886,107,2022-06-17,1,12 am - 1 am,0.149999,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4887,107,2022-06-17,1,12 am - 1 am,0.340509,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4888,107,2022-06-17,1,12 am - 1 am,0.409,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4889,107,2022-06-17,1,12 am - 1 am,0.459,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4890,107,2022-06-17,1,12 am - 1 am,2.402264,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4891,107,2022-06-17,1,12 am - 1 am,2.1955,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4892,107,2022-06-17,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4893,107,2022-06-17,1,12 am - 1 am,62.638,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4894,259,2022-06-17,1,12 am - 1 am,-0.08833,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4895,259,2022-06-17,1,12 am - 1 am,0.109563,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4896,259,2022-06-17,1,12 am - 1 am,0.07,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4897,259,2022-06-17,1,12 am - 1 am,0.214,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4898,259,2022-06-17,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4899,259,2022-06-17,1,12 am - 1 am,2.408841,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
4900,259,2022-06-17,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4901,259,2022-06-17,1,12 am - 1 am,20.414,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
4902,287,2022-06-17,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
4903,287,2022-06-17,1,12 am - 1 am,0.189,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4904,287,2022-06-17,1,12 am - 1 am,1.052,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
4905,287,2022-06-17,1,12 am - 1 am,1.560242,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
4906,287,2022-06-17,1,12 am - 1 am,2.240442,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
